movie_id,movie_name,description,true_genre,predicted_genre,prob_action,prob_horror,prob_romance
tt0079523,Mani di velluto,engineer quiller has become rich by selling his completely indestructible shop-window glass to jeweleries around the world but this got him lots of enemies too: the insurance agencies,romance,action,0.5089018,0.11390374,0.37719443
tt5456862,The Bearded Lady,several years after paralyzing her classmate paige walker carly katz is released from juvenile corrections on her 18th birthday all she ever wanted was to have a normal life but she has,horror,romance,0.1337514,0.21154034,0.65470827
tt22867674,The Wolf,a hunter becomes the prey when asked to track a vicious wolf on an indian reservation,action,horror,0.40302867,0.5484107,0.048560653
tt1994530,I Choose Chaos,upon reuniting with his friend gage a disengaged man named owen is set on a deadly path to gain control of his own life can he survive?,horror,action,0.46553385,0.44126567,0.0932005
tt7146028,Maradona,maradona a young man due to some dangerous situations moves out of his hometown and reaches bangalore to stay with his distant relatives however during his stay there his situation worsens further,action,romance,0.23116654,0.02724884,0.7415846
tt9501678,Suparna,story takes place in a rural village in southern part of sri lanka an environmental research facility founded by a foreign company is operating in the village raveen a local youth who,action,romance,0.18222713,0.21983963,0.5979333
tt10827306,Ghost Swim,plot kept under surface,horror,action,0.41728598,0.3638546,0.21885951
tt1615917,Zombie Bankers,a quirky black comedy that examines the predatory lending practices of the us banking system,horror,romance,0.21677297,0.11658159,0.6666454
tt3993736,A Matter of Pride,a coming-of-age tale revolving around teenagers in youth group attending the big overnight event at a camp before the summer begins,romance,horror,0.11270943,0.661007,0.22628362
tt0385988,Red Riding Hood,grandma is babysitting her two grandkids the girl wants to go out but grandma asks them to hear a story first the kids accept if they can change aspects of the story such as replacing the wolf with a werewolf is there a catch?,action,horror,0.16442077,0.76645684,0.069122404
tt0235625,Nireekshana,a forest officer sentenced for 20years who loved a tribal girl in forest,romance,action,0.43245187,0.1622344,0.40531376
tt21222282,The Pediland Murders (The GillyGutz Chronicles pt2),14 year old cynthia guts escape bedlamite prison to return home and purge the town of pediland of its syndicate of pedophiles,horror,action,0.6945654,0.14124307,0.1641915
tt0022355,The Secret Call,city commissioner frank kelly commits suicide after political boss jim blake frames him in blake's own grafting racket kelly's daughter wanda who is in love with blake's son tom vows,romance,action,0.79276043,0.016178973,0.19106059
tt11962012,Araf 4: Meryem,a family brakes up with an accident the desperate husband wants his wife back then makes a deal with djins,horror,romance,0.1430091,0.15825382,0.6987371
tt2027160,Marco Polo Boys,this -mumblecore- feature film was shot in 9 consecutive days in chronological order in the home town of the writer/director (danny legare stafford springs ct it was shot using multiple,romance,horror,0.27876872,0.65234447,0.068886876
tt11350068,Nightalk,a police officer goes undercover on a phone sex app to solve a murder,romance,action,0.89935696,0.07235876,0.028284304
tt0024500,Riders of Destiny,bad guy kincaid controls the local water supply and plans to do in the other ranchers government agent saunders shows up undercover to do in kincaid and win the heart of one of his victims fay denton,romance,action,0.95235157,0.027330017,0.020318383
tt1487083,Big Smokey and the Shankers,set in a paper mill town during the generational turn of the late 1970s to the early 1980s big smokey and the shankers is the first chapter in a trilogy which focuses on a series of events,action,horror,0.3151681,0.4802443,0.20458762
tt0078204,Satyam Shivam Sundaram: Love Sublime,rupa (zeenat aman) grew up being cursed as unlucky in her birth village her mother died during childbirth then a kitchen accident leaves half her face disfigured this is an artistic,romance,horror,0.07897629,0.8805125,0.040511243
tt7556502,A Brixton Tale,wealthy youtuber leah chooses shy youth benji as the subject of her brixton documentary they fall for each other but the desire for edgy footage leads them down a violent path,romance,horror,0.1429078,0.77103764,0.08605459
tt17008378,Hand Twins,years after an irish exit chloe returns to her home town in search of her late father's missing ashes during her search she bumps into an ex-boyfriend who forces her to come to terms with the past that she fought so hard to escape,romance,horror,0.4309307,0.465365,0.103704266
tt0340110,Fat Pizza,the life at a suburban sydney pizzeria,action,romance,0.1330387,0.16994224,0.69701904
tt0388327,Pedro infante vive?,a photojournalist covering a pedro infante commemorative event discovers an uncanny lookalike lurking on the periphery,romance,horror,0.163242,0.7639921,0.072765924
tt3543922,Muñecas Ciegas,5 almas un mismo origen un brutal asesinato sin resolver una deuda de sangre carlos y laura son dos agentes inmobiliarios con terribles y obscuros secretos a punto de cerrar un,horror,action,0.823758,0.056937598,0.119304344
tt13414690,Kukeri,based on millennia old bulgarian tradition and myth the kukeri are humanity's defenders against vampires and supernatural powers,action,horror,0.045237247,0.9517666,0.0029961488
tt10804922,Keagan's Fury,this story is about a young man who is not only dealing with the issues of a growing teenager he is also battling and defending his friends from the local bullies while he is doing this,horror,action,0.43362144,0.14306813,0.4233104
tt0028174,Revolt of the Zombies,an international expedition is sent into cambodia to destroy an ancient formula that turns men into zombies,horror,action,0.52558255,0.4544746,0.019942809
tt0473435,Ark,in 2204 people need to escape their doomed planet before it's too late,action,horror,0.27473792,0.5310677,0.19419432
tt6721704,Sexual Labyrinth,a mysterious woman is in love with a girl who is kidnapped and taken to a prison where she will live an surreal experience through the pleasure a passionate tribute to the cinema of fulci joe d'amato and luigi atomico,horror,romance,0.10634456,0.058927163,0.8347283
tt0118100,Thieves,the fates of four different people - a thief a cop a female professor of philosophy a suicidal girl - unexpectedly collide,romance,action,0.67187935,0.037153706,0.2909669
tt2199508,Chameleon,jessica and natasha co-workers at a men's clothing store are getting ready to close when they notice the headline of the daily newspaper; it's another report regarding a string of,horror,romance,0.07960701,0.13650443,0.7838886
tt0124993,The Secret of Bacchus,during the communist era in romania a reporter finds an incredibly well organized network of a local winery the whole movie is a satire of the communist regimes' absurd economical and social rules,action,romance,0.06336758,0.034923367,0.90170914
tt0008355,The Mystery of the Double Cross,as the s s huron returns from her summer trip to europe laden with many passengers a mysterious lady in room 7 is never seen and the whole boat starts to gossip about her in the,action,romance,0.14496298,0.36159047,0.4934465
tt0187503,Srimanthudu,srimanthudu is a 1971 indian telugu film directed by k pratyagatma and produced by g radhakrishna murthy the film stars akkineni nageswara rao and jamuna in lead roles the music of the film was composed by t chalapathi rao,romance,action,0.47640172,0.082479134,0.44111913
tt0173700,Bryunetka za 30 kopeek,in the fictional provincial town of valuisk the mayor is worried about the state of the economy to save the city budget he is ready to take a decisive step - to open a brothel in the,romance,action,0.53673434,0.21042411,0.25284153
tt26767368,Yaaluwoda? Yaaluida?,best friends steffi and mithun hatch a crazy plan to get a special dress designed by design student/vlogger steffi to be worn by her celebrity idol minella will the thrills and spills,romance,action,0.47527364,0.22637835,0.29834798
tt1909726,Agir Abi,efe and yigit are two young people who have been budding for many years they take care of the mafia lines they are supposed to be and put on the head to be agir abi when they consider,action,romance,0.22444738,0.18556903,0.5899836
tt0020454,Stolen Kisses,a crotchety old coot wants his son and daughter-in-law to have kids so he can have grandchildren but so far they haven't done so in a somewhat ham-handed attempt to bring them closer,romance,horror,0.2952068,0.54355603,0.16123717
tt0032584,Heroes of the Saddle,montana bill bell a friend of the three mesquiteers stony brooke rusty joslin and rico renaldo is killed in a rodeo accident and the trio reluctantly places his young daughter peggy in,action,romance,0.13037314,0.04851906,0.8211078
tt6464480,Ispanets,the story of spanish fighter pilot jose bravo fernandez who left spain after victory of franco and participated in ww2 on the side of the ussr,romance,action,0.9225479,0.027911838,0.04954021
tt0228635,Nettai rakuen kurabu,straight-laced honest japanese travel agent misuzu gets a job as a tour guide so that she can the world on her first assignment in bangkok thailand she does her best for her ungrateful,romance,action,0.531807,0.05898045,0.40921253
tt1641915,Albert and Alice,albert and alice live on the lower east side of manhattan alice paints a picture of an angel the angel becomes a real entity and decides to take albert on a magical mystery tour of the,romance,horror,0.15524659,0.6703556,0.17439783
tt0352511,Lagan,burma-based widow parvati along with two sons prem and rajesh re-locates to bombay to live with her late husband's friend and widower sewakram and his two daughters shanti and durga,action,romance,0.21911243,0.013036851,0.76785064
tt10572396,A Wicked Tale,plot kept under wraps,horror,action,0.55364335,0.34604082,0.10031587
tt2317177,The Down Home Alien Blues,jorie mikkalah the beautiful alien commander and her strike force are sent to protect earth from destruction by extraterrestrial devastators when she is stranded and alone she joins,romance,action,0.6483834,0.06385369,0.2877629
tt0204635,Lza ksiecia ciemnosci,tallinn estonia days before outbreak of world war ii hotel detective and polish writer team up to find tear of the prince of darkness a legendary ring which can bring satan's rule over the world,horror,action,0.62986344,0.19140922,0.17872737
tt0005513,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",sherlock holmes' arch enemy stapleton has escaped a watery death in the 1914 hound of the baskervilles and returns to torment lord henry and his fiancée subtitled das unheimliche zimmer,horror,action,0.6326846,0.1957412,0.17157422
tt2041331,SX_Tape,jill's an artist adam's a filmmaker and their love life is off the chain there's no experience too wild no dare too dangerous -- not even when jill lets adam strap her to a gurney in,horror,romance,0.086165585,0.15506767,0.7587668
tt10944486,Chick Fight,when anna wyncomb is introduced to an underground all-female fight club in order to turn the mess of her life around she discovers she is much more personally connected to the history of the club than she could ever imagine,action,romance,0.2426597,0.20527132,0.55206895
tt22801786,Bride of the Head of the Family,following the events of the original film the head of the family himself myron stackpool attempts to rebuild his empire from the ashes of destruction but finding his lost fortune and,horror,action,0.8402333,0.027853934,0.13191275
tt2353824,Janleva 555,janleva 555 is a breathtaking musical romance thriller set in the heartlands of rural india where a group of young filmmakers end up in the jungles just to discover a shocking truth from,romance,horror,0.14849153,0.43079874,0.42070976
tt0036902,Heavenly Days,fibber mcgee and molly innocently get mixed up with the federal government,romance,action,0.8286633,0.04061531,0.13072145
tt0368975,Sleepover,desperate to improve their social status four best friends enter into an all-night scavenger hunt against the popular clique in their school,romance,horror,0.0929955,0.85394186,0.05306266
tt0028891,Forty Naughty Girls,while oscar and hildegarde are attending a broadway show a press agent is shot in an actress' dressing room and an actor is murdered onstage in full view of the audience oscar and hildegarde are on the case,action,romance,0.2962056,0.20936118,0.49443313
tt0135164,Black Light,sharon avery is a blind woman who is having visions of murder she sees children being killed and the face of a serial killer everyone around her including the police are skeptical with,romance,horror,0.14428052,0.8302389,0.025480587
tt10467292,A Unicorn Adventure,two young adventurers search to find their missing father who disappeared on a quest in search of a magical unicorn,action,horror,0.39574844,0.5121163,0.09213526
tt15949602,Super Boy,the story revolves around a man who possesses the superpower of visualizing events before they happened thereby making him conquer them from within,action,horror,0.33237684,0.38443643,0.28318676
tt7578274,Third Option,a woman with no identity outside of those she is forced to kill seeks freedom from her demented captor and from her own demons,action,horror,0.15005475,0.8096978,0.040247425
tt0228419,Wife to Be Sacrificed,a woman must endure an extreme ritual when her ex-husband who has recently escaped from jail kidnaps her,romance,horror,0.098776296,0.88229114,0.018932533
tt0259452,Nadodi Mannan,a wanderer/revolutionary is a dead ringer for a monarch and takes his place,action,romance,0.24142545,0.3174348,0.44113976
tt1854567,Radio London,can tariq solomon an innocent man accused of a heinous crime ever return back to society? what are the secrets that bind him to the refugee girl and the street preacher he encounters under the shadow of intense media scrutiny?,horror,action,0.581093,0.24263181,0.17627512
tt0436261,El Matadero,in the late 1950's the us department of defense used the drainage tunnels underneath los angeles to secretly transport nuclear weapons to their cold war storage facilities in the hills,horror,action,0.9128421,0.049564376,0.03759353
tt1965145,Teneriffa EXIT,you don't play with crocodiles two people on a stroll at the end of an night at the end of the berlin myth of prenzlauer berg: they are sexy they are young they are forlorn it could be,romance,horror,0.16498786,0.50339586,0.33161622
tt11117398,Nazar Kay Samnay,nazar ke samnay is the story of saleem a young mechanic living in the neighborhood of burns road he has had a massive crush on hanna since forever - forever being when she moved to the,action,romance,0.09684147,0.14657731,0.75658125
tt2298808,Bitag,the road one takes is indeed littered with booby traps,action,horror,0.32245812,0.52485466,0.15268724
tt0030365,Life Goes On,the husband of sally weston dies and she decides to move to new york city where she feels her two young sons bob and henry can get a better education bob grows up to be a brilliant,action,romance,0.101125576,0.120336,0.7785384
tt7019516,Blue Call,haylee a local emt suffering from ptsd spends her days making split second decisions with lives that hang in the balance one night on a routine call she is faced with a moral decision,horror,romance,0.09110466,0.2183638,0.6905315
tt1579585,Jayeebhava,returning from abroad a man and his girlfriend must unite their fathers who belong to two warring groups,action,romance,0.35666114,0.022568677,0.62077016
tt1290099,Ninjas vs. Zombies,seven friends struggling with late 20s early 30's life find themselves in terrifying danger when a long-dead loved one is magically resurrected and starts devouring souls to make,action,horror,0.104918905,0.86163414,0.033447005
tt0449630,Pacchigi!,kyoto 1968 several high school students deal with their life as korean-japanese trying to earn each other's love and respect but the times are not kind to them,action,romance,0.055677537,0.037249975,0.9070725
tt1961363,Jacob's Hammer,the ultimate evil is in her son perhaps the ultimate evil is her son jacob's hammer when a mother's love is no defense,horror,romance,0.2907389,0.19295004,0.5163111
tt2734806,Ethereal Everlasting,a man discovers the meaning of life in his final moments before death,romance,action,0.42309767,0.25261083,0.3242915
tt0015014,L'inhumaine,claire lescot is a famous first lady all men want to be loved by her and among them is the young scientist einar norsen when she mocks at him he leaves her house with the declared intention to kill himself,romance,horror,0.1682603,0.44558698,0.38615265
tt2375805,Cellular Girlfriend +,idol-loving kazuya is obsessed with digital idol akane who appears in the smartphone-based cute girl training game 'idol plus' one day her classmate kyoko asks her for advice kyoko wants to delete idol plus,horror,romance,0.12254285,0.08542171,0.7920354
tt1935090,Final Hours,secretly being drugged tyler can't remember the disappearance of his pregnant wife dawn,action,horror,0.12564315,0.704,0.17035688
tt0093640,No Way Out,a coverup and witchhunt occur after a politician accidentally kills his mistress,action,romance,0.13759184,0.21976584,0.6426423
tt0026044,After the Dance,starring nancy carroll george murphy thelma todd jack la rue arthur hohl thurston hall directed by leo bulgakov print: black/white runtime: 60 min genre: drama in this tuneful crime,romance,action,0.5858626,0.055909798,0.35822767
tt0074351,Couleur chair,anna is a coach and a stripper at night,romance,horror,0.10637658,0.45739445,0.43622893
tt0165709,Demolition Highway,released from jail after five years frank scarvo goes in search of xavier carbone the guy who he would't rat on even though frank's silence resulted in imprisonment xavier had frank's,action,romance,0.28010198,0.09966398,0.620234
tt0045883,Hondo,army dispatch rider hondo lane discovers a woman and young son living in the midst of warring apaches and becomes their protector,romance,action,0.6915826,0.045095515,0.26332185
tt0126265,The Dixie Flyer,the railroad is building a new line but the workers are unhappy because one of the board members hoping to oust the man in charge of the project (rapley) has a saboteur on site rapley's,action,romance,0.13720539,0.18895617,0.67383844
tt1708453,Aakrosh,the central bureau of investigation deputes two officers to investigate the disappearance of three medical students which they believe to be an incident of 'honour killing' in a small closed community,action,horror,0.4085587,0.43923563,0.1522057
tt0376076,Pithamagan,chittan a social outcast has grown up in a cemetery a drug dealer finds him a job in a cannabis farm in prison he meets a conman shakti this friendship transforms him from his stony existence,action,romance,0.36432713,0.19109279,0.4445801
tt0117042,Dong fang kuai che,married man david and good friend ho take a vacation together in shenzhen david meets a young lady at a night club whose partner robbed him ho in order to save david accidentally killed,action,romance,0.31089482,0.21038373,0.47872144
tt4110052,Plook Mun Kuen Ma Kah,three groups of people have independently and at the same time arrived in the same patch of jungle one is a group of chinese guys and girls and a mediocre buddhist priest looking for the,action,romance,0.4068791,0.06810096,0.52501994
tt3387582,Ojuju,romero's (gabriel afolayan) neighbourhood is in trouble people are suddenly manifesting symptoms of rabid river blindness  with his friends emmy (kelechi udegbe) and peju (omowunmi dada),horror,romance,0.18661807,0.15769215,0.6556898
tt0278522,Jodi No. 1,partners in crime jai and veeru set their next target on a rich businessman rai bahadur things turn hilarious when both of them fall for his daughters,romance,action,0.769551,0.02435159,0.20609747
tt6464432,Memory of August,there is a mountain where those who are tired of worldly life come around as if led by something and deep in that mountain an old couple live quietly giving hands to those people no one,action,horror,0.14881024,0.77734435,0.07384546
tt19716692,Passport,while on vacation donald driver gets drunk one night and finds himself in a case of mistaken identity being in a country where you are guilty until proven innocent don has to find a way to avoid being detained and prove his innocence,action,romance,0.26867828,0.10324337,0.6280783
tt1618432,I'm in Love with a Church Girl,miles montego was king of the streets as a high-level drug trafficker when miles meets vanessa he's drawn to her beauty and her spirituality as their connection grows both are tested to their last ounce of faith in god in each other,romance,action,0.858524,0.041841216,0.0996348
tt1483748,Bloodspell,bloodspell is a story of a world where men and women carry magic in their blood and spilling it can unleash terrible power where these blooded hide in fetid slums from the church of the,action,horror,0.36661547,0.5709559,0.062428616
tt3034258,Meu Passado Me Condena: O Filme,immature cheap douchebag fábio clóvis marries pseudo-intellectual miá and they take a honeymoon cruise to europe aboard a fancy passenger vessel fabio and miá are invited to have dinner,romance,horror,0.06617493,0.49440306,0.43942192
tt0039055,Two Smart People,a fugitive negotiates a 5-year sentence for the theft of half-million dollar worth of bonds but takes a short trip before surrendering while suspecting that a con-woman a cop and a former crime-partner are after his hidden bonds,romance,action,0.9425333,0.010795799,0.046670917
tt0390022,Friday Night Lights,based on hg bissinger's book which profiled the economically depressed town of odessa texas and their heroic high school football team the permian high panthers,action,romance,0.41608638,0.13485326,0.44906038
tt1511511,Up Up Down Down,a young couple of underachievers eat cereal play video games and try to face the tribulations of an unwanted pregnancy,romance,horror,0.1569761,0.5873706,0.2556533
tt0166575,Dimension,a man gets a power to cross dimensions in a cave after using it he finds out in the worst way that the use of dimensions has consequences,horror,action,0.5517722,0.37646794,0.07175995
tt1158791,Stockroom,samio (hero angeles) is left at home with his niece naya (maira angela) by accident they disturb an element of the past while inside a stockroom this incident sparks the beginning of the,horror,action,0.48651,0.2593037,0.25418633
tt0086112,The Pirates of Penzance,after a young man leaves a band of pirates hilarity ensues,romance,action,0.55408806,0.19307931,0.25283265
tt0989605,Aatma,neha lives a wealthy lifestyle along with her mom suman dad and sister aarti she meets with falls in love and gets married to dr aman mehra who practices in life care hospital,horror,romance,0.0279299,0.038649846,0.9334202
tt9347622,Such a Funny Life,david gutierrez is an up and coming new york stand up comic who is funny on stage but off stage he struggles with: the death of his sister gabriella his autistic mother mariah in a mental,action,romance,0.09388119,0.30763754,0.5984813
tt1504489,Somebody's Hero,an average accountant attempts to fill the boots of a movie-based superhero,romance,action,0.88129115,0.020928508,0.09778032
tt0034638,Dawn on the Great Divide,buck roberts is leading a wagon train of railroad supplies and jim corkle and his henchman loder are out to stop them by using white men dressed as indians for the attacks,romance,action,0.90253085,0.037229404,0.060239743
tt15658696,The Despicable Fantasies of Quentin Sergenov,after being outed and blacklisted from the industry a gay pro-wrestler is transformed into a dinosaur by a group of mad scientists and attempts to reintegrate into society with disastrous results,horror,action,0.726202,0.19498664,0.07881139
tt6531500,I'm Not a Terrorist,born in kashmir ummar was sent by his mother to live with his aunt in malaysia there he becomes acquitted and slowly develops a relationship with dayana who is the daughter of a famous,action,romance,0.071480945,0.06839684,0.86012226
tt4712178,Static Screen,the fictional tale of a boy who wanted to save the day but paid the price when he met face-to-face with the legendary slender man based off the video game,horror,action,0.6364126,0.30979475,0.053792603
tt4789048,Call of Cthulhu: At Darkest Tides,an fbi agent has gone missing and a young journalist named christa picks up the case to find him before the neo-esoteric order of dagon does,horror,action,0.8740396,0.04392534,0.08203504
tt6007056,Highway of Tears,two college graduates take a road trip on the deadliest highway in north america the script is based on the terrifying real story of highway 16 in british columbia nicknamed the highway of tears,horror,action,0.8975571,0.06438723,0.038055655
tt0325694,Kolay Para,eray servet and guven are three friends sharing the same house servet's ambition to become rich will lead to a series of events that include guven's alcoholic friend ender and eray's ex-lover hulya,action,romance,0.18167572,0.03502012,0.78330415
tt0183717,Rock 'n' Roll Frankenstein,a music agent his necrophiliac nephew and a burnt-out roadie join forces to create a superstar from the body parts of legendary dead rockers but things go bad when jim morrison's genitalia is mistakenly switched for liberace's,horror,action,0.5285577,0.25857022,0.21287206
tt1605674,Cheap Ski Movie,cardboard cutouts travel to ski resorts to get close to winter sports superstars,action,romance,0.27023768,0.12126853,0.60849386
tt0264125,Ümitler kirilinca,nejat learns that his wife is a drug dealer deciding to enter the warehouse where the drugs are stocked nejat is arrested after being held responsible for the death of kezban who helped him on the night of the incident,romance,action,0.89501446,0.079646856,0.02533865
tt4057470,Sailing to Freedom,based on a true story this film tells the story of estonian boat refugees whose initial plan to travel from estonia to sweden becomes a journey to the other side of the world their,action,romance,0.4166962,0.12511761,0.45818618
tt3145734,Paku Pontianak,after adam hits a girl on the road while driving he and his family decide to repent for their mistake by letting her live with them the girl whose name is melati has amnesia and,horror,romance,0.12937772,0.04334176,0.82728046
tt1650062,Super 8,during the summer of 1979 a group of friends witness a train crash and investigate subsequent unexplained events in their small town,action,horror,0.25522456,0.6243211,0.12045437
tt0013496,Phantom,a shiftless young man becomes obsessed with a mysterious woman and yearns to find her again,romance,horror,0.12686981,0.46656492,0.40656516
tt8323412,Dark Woods,a group of outlaws has a run in with evil,horror,action,0.6767354,0.28408915,0.039175365
tt0381079,Chalta Purza,rajesh khanna plays the role of amar an unemployed struggle in life just because he believes in honesty ammar's eyes open when his mother dies in a car accident he realizes that his,action,romance,0.19641374,0.16475998,0.63882625
tt21156892,The Final Farley Film,when two people find themselves in the farley films short eggnog their friends work to help them escape this dangerous dimension however they soon realize their lives aren't just on the line but the fate of the entire world,action,horror,0.37488028,0.5669536,0.05816607
tt0061565,Devil's Angels,an exiled band of hell's angels strike a bargain with the sheriff of a local town let them stay and the town is safe but a local girl strays into their lair and sparks off a full scale angel war,action,horror,0.22614057,0.6909854,0.08287403
tt1434925,Bandaged,since his wife's death arthur a peculiar and severe surgeon cloisters his teen daughter lucille inside a strange mansion desperate lucille tries to commit suicide and ends up with her,romance,horror,0.09186036,0.83258116,0.07555851
tt14483394,The Christmas Pitch,when two executives becca and william at a top marketing firm in chicago are sent to william's hometown of kringle lake to rediscover the spirit of christmas - they begin to find it and more in each other,romance,horror,0.13886516,0.6758428,0.185292
tt0049472,Man from Del Rio,a fast mexican-american gunman kills a few notorious gunfighters and is hired to replace mesa's dead sheriff but a crooked saloon-keeper wants him on his payroll or out-of-the-way,romance,action,0.8846427,0.064880945,0.050476372
tt0342396,El Fetewa,a fresh man came from outskirt to cairo to look for work ; he meets a tycoon and creates a struggle between them ,action,romance,0.053951163,0.027544754,0.918504
tt0364330,Eoniui ilgi,seong-ae returns from her four years in the usa while she was gone her sister had passed away seong-ae's young niece begins to believe that her aunt is really her mother and starts,romance,horror,0.06748745,0.81735814,0.11515436
tt0086256,Schnelles Geld,peter lommer overreached himself financially by buying a car the debt weighs on him,action,romance,0.317623,0.08785966,0.59451735
tt3499966,Prophecy of Eve,eve's life is forever altered when her parents vanish without a trace after being attacked by supernatural agents growing up on the streets eve learns the art of self reliance when s,action,horror,0.2520777,0.6632763,0.084645964
tt0473028,Dasepo sonyo,based on the internet comic strip multi-cell girl (aka dasepo sonyo) follows the sexual adventures in one seriously bizarre high school,romance,horror,0.17991684,0.67490363,0.14517953
tt0453150,Mazhai,arjun (jayam ravi) an unemployed youngster and deva (rahul dev) a powerful don both fall in love with sailaja (shriya) a middle-class beauty at the same time on a rainy day at a railway,action,romance,0.46836483,0.03679786,0.49483725
tt0114552,Olga O's Strange Story,the former dancer of the night clubs come to her hometown after three years of absence at present she has a successful marriage behind - tragedy of the suicide of her father olga starts,horror,romance,0.055474203,0.072951846,0.8715739
tt2175903,Somewhere in the Middle,inspiration/suspense as good/bad choices of a young woman are highlighted experience an emotional roller coaster as the main character struggles to find her place in life family values life issues & christian themes are throughout,action,romance,0.13757612,0.12143364,0.7409902
tt2639514,Campus Code,sensing something amiss on their college campus a group of students go on a quest where they must survive unknown forces to find answers battling guards griefers and at times each other they'll have to fight to make it out alive!,action,horror,0.108036,0.87703574,0.014928258
tt0023101,Kongo,this remake of west of zanzibar (1928) made four years later tries to outdo the lon chaney original in morbidity from a wheelchair a handicapped white man rules an area of africa as a,horror,romance,0.25335965,0.17957464,0.5670657
tt0293863,Miggi,a pair of professional con-men who swore never to meet again get together again to pull off one more swindle,action,romance,0.36290854,0.051526215,0.58556527
tt4433052,Mogador,four young people make a crazy deadly escape in this road movie from las vegas to mexico,action,horror,0.14564742,0.8155824,0.0387702
tt1827412,Final Curtain: Part 2 - The Second Act,last summer a group of actors was killed while rehearsing a doomed play now 150 miles away a new set of actors is making the same mistake and the terror lives on british spy ethan,horror,action,0.4860831,0.44514284,0.06877414
tt4631012,Death After Life,for death begins with life's first breath and life begins at touch of death a terminally ill cop investigates the murder of a scientist who holds the key to the serum for ever lasting life,action,horror,0.20667873,0.76212835,0.03119287
tt0058007,Devil Doll,an evil hyponotist/ventriloquist plots to gain an heiress' millions,horror,action,0.5097933,0.38331962,0.10688709
tt0103893,Buffy the Vampire Slayer,flighty teenage girl buffy summers learns that she is her generation's destined battler of vampires,action,horror,0.075975254,0.77831405,0.14571066
tt3107252,Under ConTroll,during building city of baden-baden in 2015 an evil troll who was transformed into stone in the 15th century is accidentally brought back to life to prevent being unmasked the troll slips into the body of vanessa majer and enslaves,horror,action,0.47368655,0.23245247,0.29386103
tt0383717,Wilby Wonderful,a day-in-the-life dark comedy concerning a group of islanders their respective secrets and one man's plan to kill himself quietly,romance,action,0.528111,0.18020335,0.29168564
tt0075717,Bad Georgia Road,new york city woman inherits a moonshine farm in the south,action,romance,0.072116524,0.14447232,0.7834112
tt1418377,"I, Frankenstein",frankenstein's creature finds himself caught in an all-out centuries-old war between two immortal clans,action,horror,0.3668353,0.61345744,0.019707229
tt1086846,Dada,the cruel landlord is forcing the people to give him every girl of the village who wants to get marry but a guy dada is resisting he gives the landlord a piece of land so he not to,action,romance,0.085388996,0.09189069,0.82272035
tt0199070,"Te necesito tanto, amor",cantante elio roca juega un trabajador ocasional de la línea de costa cuya conciertos como cantante en los restaurantes locales lo llevan a un contrato de grabación y el estrellato cuando,romance,action,0.6017131,0.14442247,0.25386447
tt0064948,Scream Free!,here's an easy rider - inspired plot with the combination of west side story stars richard beymer falls in love with lana wood (sister natalie wasn't available) they need cash so they,action,romance,0.44486535,0.055371143,0.4997635
tt0892051,Evil Angel,when the young woman emma carillo is stabbed five times paramedic marcus galan feels a great empathy for her and unsuccessfully tries to save her life in the mercy hospital meanwhile the,horror,romance,0.16564126,0.23926392,0.59509486
tt3096948,Opening Night,taking place entirely during the opening night of a high school's production of shakespeare's midsummer night's dream opening night chronicles the on stage disasters and off-stage drama of,romance,horror,0.15759204,0.5373253,0.30508265
tt7747294,Time Hero: Legacy,noman awakens from a medically induced comma to find an alternate reality with new threats to earth,action,horror,0.3374616,0.5232662,0.13927217
tt1111270,Prince Arsalan,amir arsalan who is in love with farrokh-lagha the prince travels to the west to find her he there meets the two ministers of petros shah one of them shams vazir is good with him but the,action,romance,0.08173351,0.07131161,0.8469549
tt3383214,Fire City: End of Days,vine a disillusioned demon secretly lives with others of his kind in the world of humans sustained by their misery forced into a choice to save his brethren or an innocent human girl,horror,action,0.501259,0.3271591,0.17158183
tt0067870,A Town Called Hell,a group of mexican revolutionaries murders a town priest and a number of his christian followers ten years later a widow arrives in town intent to take revenge from her husband's killers,action,horror,0.13831162,0.82865834,0.03303005
tt7913934,The Matchmaker's Playbook,after a career-ending accident former nfl recruit ian hunter is back on campus-and he's ready to get his new game on,romance,action,0.45660895,0.1251744,0.41821665
tt0067840,Tere Mere Sapne,dr anand kumar attains his degree in medicine and re-locates to a small village to assist the local doctors there upon arrival he is met by the ailing dr prasad and his wife and hired,romance,horror,0.3694901,0.4539694,0.1765405
tt0234700,Wedding Celebration,the life of an impoverished male undergoes drastic changes after he gets his siblings married,action,romance,0.07079023,0.05494258,0.8742672
tt10655012,The Dream,a boy-child at his seventh birthday loses his parents  three sisters and four brothers including his twin by unknown murder  ends up adopted in another city after many years as an orphan,horror,action,0.5667848,0.07064197,0.3625732
tt1630541,Degenerate,four punks flee the city after a night of violence seeking refuge in the arizona desert they will find that their friendships can only stretch so far,action,horror,0.10424547,0.83444166,0.06131286
tt0029399,The Hawk,a band of renegades attacks and loots a mission stealing some priceless treasures local citizens blame an outlaw known as the hawk who is also called the phantom of santa fe,romance,action,0.9655973,0.018151103,0.016251683
tt2385185,Friend,zabih and reza decide to leave the crime forever but reza who is in love with aghdas is imprisoned for a fight over his friend zabih aghdas herself comes to tehran from mashad to find,action,romance,0.35658982,0.0872917,0.55611855
